순번,이수구분,교과목명,캠퍼스구분,학점,강의시간/강의실,강의정보1,강의정보2,학부(과),영역구분
1192,전필,분석화학,가좌캠퍼스,3.0,"월1,2[451-0158],수3[451-0158]","월1,2[451-0158]",수3[451-0158],환경생명화학과,
1193,전필,생명유기화학,가좌캠퍼스,3.0,"화1,2[459-0306],목3[459-0306]","화1,2[459-0306]",목3[459-0306],환경생명화학과,
1196,전선,토양학종합설계,가좌캠퍼스,3.0,"월6,7[459-0306],수6,7[451-0426]","월6,7[459-0306]","수6,7[451-0426]",환경생명화학과,
1198,전선,세포생물학,가좌캠퍼스,3.0,"화1,2,3[459-0305]","화1,2,3[459-0305]",,환경생명화학과,
1200,전선,미생물학실험,가좌캠퍼스,2.0,"목6,7,8,9[451-0426]","목6,7,8,9[451-0426]",,환경생명화학과,
1201,전필,농업환경화학,가좌캠퍼스,2.0,"화1,2[459-0307]","화1,2[459-0307]",,환경생명화학과,
1202,전선,환경화학실습,가좌캠퍼스,2.0,"화6,7,8,9[451-0426]","화6,7,8,9[451-0426]",,환경생명화학과,
1209,전선,농약화학및실험PBL,가좌캠퍼스,3.0,"월6,7[451-0158],수6,7[451-0436]","월6,7[451-0158]","수6,7[451-0436]",환경생명화학과,
1210,전필,산림화학,가좌캠퍼스,2.0,"수2,3[456-0302]","수2,3[456-0302]",,환경재료과학과,
1211,전필,산림화학실험,가좌캠퍼스,1.0,수4[456-0301],수4[456-0301],,환경재료과학과,
1212,전선,목재조직학,가좌캠퍼스,2.0,"금1,2[456-0302]","금1,2[456-0302]",,환경재료과학과,
1213,전선,기초제지학,가좌캠퍼스,2.0,"화1,2[456-0302]","화1,2[456-0302]",,환경재료과학과,
1214,전선,기초제지학실험,가좌캠퍼스,1.0,화3[456-0315],화3[456-0315],,환경재료과학과,
1215,전선,목재조직학실험,가좌캠퍼스,1.0,금3[456-0309],금3[456-0309],,환경재료과학과,
1216,전선,목가구와환경재료실험,가좌캠퍼스,1.0,수9[456-0326],수9[456-0326],,환경재료과학과,
1217,전선,목가구와환경재료,가좌캠퍼스,2.0,"수7,8[456-0325]","수7,8[456-0325]",,환경재료과학과,
1218,전필,펄프공학,가좌캠퍼스,2.0,"월1,2[456-0325]","월1,2[456-0325]",,환경재료과학과,
1219,전필,가구디자인,가좌캠퍼스,2.0,"수2,3[456-0325]","수2,3[456-0325]",,환경재료과학과,
1220,전필,목질복합재료학,가좌캠퍼스,2.0,"화6,7[456-0302]","화6,7[456-0302]",,환경재료과학과,
1221,전필,펄프공학실험,가좌캠퍼스,1.0,수6[451-0110],수6[451-0110],,환경재료과학과,
1222,전필,가구디자인실습,가좌캠퍼스,1.0,목1[456-0326],목1[456-0326],,환경재료과학과,
1223,전필,목질복합재료학실험,가좌캠퍼스,1.0,화8[456-0321],화8[456-0321],,환경재료과학과,
1224,전선,목재재료역학,가좌캠퍼스,2.0,"월6,7[456-0302]","월6,7[456-0302]",,환경재료과학과,
1225,전선,특수임산학,가좌캠퍼스,2.0,"목2,3[456-0302]","목2,3[456-0302]",,환경재료과학과,
1226,전선,목재재료역학실험,가좌캠퍼스,1.0,월8[456-0309],월8[456-0309],,환경재료과학과,
1227,전선,특수임산학실험,가좌캠퍼스,1.0,목4[456-0301],목4[456-0301],,환경재료과학과,
1228,전선,지류포장공학,가좌캠퍼스,2.0,"화1,2[456-0325]","화1,2[456-0325]",,환경재료과학과,
1229,전선,지류물성학,가좌캠퍼스,2.0,"월1,2[456-0302]","월1,2[456-0302]",,환경재료과학과,
1230,전선,목재접착,가좌캠퍼스,2.0,"수6,7[456-0302]","수6,7[456-0302]",,환경재료과학과,
1231,전선,지류물성학실험및캡스톤디자인,가좌캠퍼스,1.0,월3[456-0315],월3[456-0315],,환경재료과학과,
1232,전선,지류포장공학및캡스톤디자인,가좌캠퍼스,1.0,화8[451-0110],화8[451-0110],,환경재료과학과,
1233,전선,목재접착실험및캡스톤디자인,가좌캠퍼스,1.0,수8[456-0321],수8[456-0321],,환경재료과학과,
1234,전선,목가구와도장,가좌캠퍼스,2.0,"목6,7[456-0325]","목6,7[456-0325]",,환경재료과학과,
1235,전선,목가구와도장실험,가좌캠퍼스,1.0,목8[456-0326],목8[456-0326],,환경재료과학과,
1236,전선,생물산업기계공학개론,가좌캠퍼스,2.0,"목8,9[456-0202]","목8,9[456-0202]",,생물산업기계공학과,
1237,전선,정역학,가좌캠퍼스,3.0,"화5[456-0209],목6,7[456-0209]",화5[456-0209],"목6,7[456-0209]",생물산업기계공학과,
1238,전선,기계공작법및실습,가좌캠퍼스,3.0,"수1,2,3,4[456-0209]","수1,2,3,4[456-0209]",,생물산업기계공학과,
1239,전선,공학수학1,가좌캠퍼스,3.0,"월3[456-0209],목1,2[456-0209]",월3[456-0209],"목1,2[456-0209]",생물산업기계공학과,
1240,전선,열역학,가좌캠퍼스,3.0,"화1,2[456-0209],목5[456-0209]","화1,2[456-0209]",목5[456-0209],생물산업기계공학과,
1241,전선,기계재료학및실험,가좌캠퍼스,3.0,"금1,2,3,4[456-0202]","금1,2,3,4[456-0202]",,생물산업기계공학과,
1242,전선,생물기구및진동학,가좌캠퍼스,3.0,"월5[456-0202],수6,7[456-0202]",월5[456-0202],"수6,7[456-0202]",생물산업기계공학과,
1243,전선,작업기계공학및실습,가좌캠퍼스,3.0,"목1,2,3,4[456-0217]","목1,2,3,4[456-0217]",,생물산업기계공학과,
1244,전선,컴퓨터프로그래밍언어,가좌캠퍼스,3.0,"월1,2,3,4[456-0217]","월1,2,3,4[456-0217]",,생물산업기계공학과,
1245,전선,농업동력및실습,가좌캠퍼스,3.0,"화6,7,8,9[456-0209]","화6,7,8,9[456-0209]",,생물산업기계공학과,
1246,전선,기계요소설계,가좌캠퍼스,3.0,"화2,3,4[456-0202]","화2,3,4[456-0202]",,생물산업기계공학과,
1247,전선,농업정보공학,가좌캠퍼스,3.0,"월5[456-0209],수6,7[456-0209]",월5[456-0209],"수6,7[456-0209]",생물산업기계공학과,
1248,전선,카티아실무,가좌캠퍼스,3.0,"금6,7,8[456-0217]","금6,7,8[456-0217]",,생물산업기계공학과,
1249,전선,생물산업기계제어공학,가좌캠퍼스,3.0,"화1,2,3,4[456-0217]","화1,2,3,4[456-0217]",,생물산업기계공학과,
1250,전선,농공교재연구및지도법,가좌캠퍼스,3.0,"화6,7,8[456-0217]","화6,7,8[456-0217]",,생물산업기계공학과,
1253,전선,생물가공시스템공학실습,가좌캠퍼스,3.0,"금2,3,4[456-0217]","금2,3,4[456-0217]",,생물산업기계공학과,
1254,전선,생물생산신경망공학,가좌캠퍼스,3.0,"월1,2[456-0202],수3[456-0202]","월1,2[456-0202]",수3[456-0202],생물산업기계공학과,
1255,전선,지역ICT기초및실습,가좌캠퍼스,3.0,"화1,2[456-0115],목1,2[456-0115]","화1,2[456-0115]","목1,2[456-0115]",지역시스템공학과,
1256,전필,정역학,가좌캠퍼스,3.0,"수1,2[456-0117],금3[456-0117]","수1,2[456-0117]",금3[456-0117],지역시스템공학과,
1259,전선,환경토양물리학,가좌캠퍼스,3.0,"월5[456-0117],수6,7[456-0117]",월5[456-0117],"수6,7[456-0117]",지역시스템공학과,
1261,전필,농촌계획학,가좌캠퍼스,3.0,"월3[456-0117],목1,2[456-0117]",월3[456-0117],"목1,2[456-0117]",지역시스템공학과,
1262,전선,구조물기초공학및연습,가좌캠퍼스,3.0,"월8,9[456-0127],목6,7[456-0127]","월8,9[456-0127]","목6,7[456-0127]",지역시스템공학과,
1265,전선,응용수학2,가좌캠퍼스,3.0,"월6,7[456-0115],목3[456-0115]","월6,7[456-0115]",목3[456-0115],지역시스템공학과,
1267,전필,관개배수공학및종합설계,가좌캠퍼스,3.0,"화6,7[456-0117],화8,9[456-0115]","화6,7[456-0117]","화8,9[456-0115]",지역시스템공학과,
1268,전필,토양환경공학,가좌캠퍼스,3.0,"화1,2[456-0127],목2[456-0127]","화1,2[456-0127]",목2[456-0127],지역시스템공학과,
1269,전선,지역자원조사및연습,가좌캠퍼스,3.0,"목5,6,7[456-0115]","목5,6,7[456-0115]",,지역시스템공학과,
1270,전선,농산환경조절공학,가좌캠퍼스,3.0,"월1,2,3[456-0115]","월1,2,3[456-0115]",,지역시스템공학과,
1271,전선,동물생명융합학개론,가좌캠퍼스,3.0,"금1,2,3[451-0157]","금1,2,3[451-0157]",,동물생명융합학부,
1272,전필,동물생식세포학,가좌캠퍼스,2.0,"화3,4[451-0157]","화3,4[451-0157]",,동물생명융합학부,
1273,전필,동물생식세포학실험,가좌캠퍼스,1.0,"목6,7[451-0157]","목6,7[451-0157]",,동물생명융합학부,
1274,전필,유식품화학및실험,가좌캠퍼스,3.0,"월2,3[451-0157],화5,6[451-0157]","월2,3[451-0157]","화5,6[451-0157]",동물생명융합학부,
1276,전선,생화학,가좌캠퍼스,3.0,"수5,6,7[451-0161]","수5,6,7[451-0161]",,동물생명융합학부,
1278,전선,동물생리해부학,가좌캠퍼스,3.0,"수1,2,3[451-0157]","수1,2,3[451-0157]",,동물생명융합학부,
1280,전선,생물공정공학,가좌캠퍼스,3.0,"화1,2[451-0157],목3[451-0161]","화1,2[451-0157]",목3[451-0161],동물생명융합학부,
1281,전필,동물내분비학,가좌캠퍼스,2.0,"화7,8[451-0157]","화7,8[451-0157]",,동물생명융합학부,
1283,전필,동물발생공학,가좌캠퍼스,2.0,"목3,4[451-0157]","목3,4[451-0157]",,동물생명융합학부,
1284,전필,동물내분비학실험,가좌캠퍼스,1.0,화9[451-0157],화9[451-0157],,동물생명융합학부,
1285,전필,동물발생공학실험,가좌캠퍼스,1.0,수5[451-0157],수5[451-0157],,동물생명융합학부,
1286,전선,사료작물자원공학,가좌캠퍼스,2.0,"월7,8[451-0161]","월7,8[451-0161]",,동물생명융합학부,
1287,전선,사료작물자원공학실습,가좌캠퍼스,1.0,"월9,10[451-0161]","월9,10[451-0161]",,동물생명융합학부,
1288,전선,동물자원논리및논술교육,가좌캠퍼스,2.0,"화2,3[454-0141]","화2,3[454-0141]",,동물생명융합학부,
1289,전선,유식품가공학,가좌캠퍼스,3.0,"월6[451-0161],목6,7[451-0161]",월6[451-0161],"목6,7[451-0161]",동물생명융합학부,
1295,전선,동물유전공학,가좌캠퍼스,3.0,"화7,8,9[451-0161]","화7,8,9[451-0161]",,동물생명융합학부,
1296,전선,동물보건위생학,가좌캠퍼스,3.0,"월1,2,3[451-0161]","월1,2,3[451-0161]",,동물생명융합학부,
1297,전선,동물생명과학종합설계1,가좌캠퍼스,3.0,"수1,2,3[451-0161]","수1,2,3[451-0161]",,동물생명융합학부,
1298,전선,바이러스학,가좌캠퍼스,3.0,"금5,6,7[451-0157]","금5,6,7[451-0157]",,동물생명융합학부,
1304,전선,기초식품생화학,가좌캠퍼스,3.0,"월1,2,3[459-0305]","월1,2,3[459-0305]",,식품공학부,
1305,전선,식품분석학,가좌캠퍼스,3.0,"화5,6,7[459-0306]","화5,6,7[459-0306]",,식품공학부,
1307,전필,식품미생물학및실험,가좌캠퍼스,3.0,"월8,9[459-0101],목6,7[459-0101]","월8,9[459-0101]","목6,7[459-0101]",식품공학부,
1312,전선,미생물대사학,가좌캠퍼스,3.0,"수1,2,3[459-0102]","수1,2,3[459-0102]",,식품공학부,
1313,전선,식품가공논리및논술교육,가좌캠퍼스,2.0,"목8,9[453-0205]","목8,9[453-0205]",,식품공학부,
1319,전선,식품종합설계,가좌캠퍼스,3.0,"목8,9,10[451-0336]","목8,9,10[451-0336]",,식품공학부,
1320,전선,HACCP학,가좌캠퍼스,3.0,"화5,6,7[459-0102]","화5,6,7[459-0102]",,식품공학부,
1321,전선,식품가공교재연구및지도법,가좌캠퍼스,3.0,"월1,2,3[453-0205]","월1,2,3[453-0205]",,식품공학부,
1326,전선,최신식품동향,가좌캠퍼스,3.0,"월5,6,7,8,9[459-0307]","월5,6,7,8,9[459-0307]",,식품공학부,
1327,전선,식품분자생물학,가좌캠퍼스,3.0,"화2,3[451-0158],목2[451-0158]","화2,3[451-0158]",목2[451-0158],식품공학부,
1328,전선,식물형태해부학,가좌캠퍼스,2.0,"화6,7[459-0305]","화6,7[459-0305]",,원예과학부,
1329,전선,원예과학연구체험,가좌캠퍼스,1.0,금2[455-0205],금2[455-0205],,원예과학부,
1330,전선,원예작물생리학,가좌캠퍼스,3.0,"화8,9[455-0205],목9[455-0205]","화8,9[455-0205]",목9[455-0205],원예과학부,
1331,전선,시설원예학및실습,가좌캠퍼스,3.0,"화6,7[455-0205],목1,2[455-0205]","화6,7[455-0205]","목1,2[455-0205]",원예과학부,
1332,전선,조원식물학및실습,가좌캠퍼스,3.0,"월6,7[455-0205],목5[455-0205]","월6,7[455-0205]",목5[455-0205],원예과학부,
1334,전선,원예작물보호학,가좌캠퍼스,3.0,"수1,2,3[459-0305]","수1,2,3[459-0305]",,원예과학부,
1335,전선,과수재배학및실습,가좌캠퍼스,3.0,"화1,2,3,4[455-0205]","화1,2,3,4[455-0205]",,원예과학부,
1336,전선,원예분자유전기초,가좌캠퍼스,3.0,"수5,6,7[455-0205]","수5,6,7[455-0205]",,원예과학부,
1337,전선,식물번식학및실습,가좌캠퍼스,3.0,"월1,2,3[455-0225]","월1,2,3[455-0225]",,원예과학부,
1338,전선,화훼원예학및실습,가좌캠퍼스,3.0,"월8,9,10[455-0205]","월8,9,10[455-0205]",,원예과학부,
1339,전선,식물유전학,가좌캠퍼스,2.0,"월6,7[455-0225]","월6,7[455-0225]",,원예과학부,
1341,전선,환경원예학,가좌캠퍼스,3.0,"수1,2,3[455-0205]","수1,2,3[455-0205]",,원예과학부,
1347,전선,원예작물수확후생리학,가좌캠퍼스,2.0,"수6,7[455-0225]","수6,7[455-0225]",,원예과학부,
1348,전선,원예분자육종PBL,가좌캠퍼스,3.0,"화5,6,7[455-0204]","화5,6,7[455-0204]",,원예과학부,
1350,전선,연구실체험1,가좌캠퍼스,2.0,"목3,4[455-0305]","목3,4[455-0305]",,원예과학부,
1351,전선,화훼생리학,가좌캠퍼스,3.0,"금1,2,3[455-0225]","금1,2,3[455-0225]",,원예과학부,
1353,전선,식물생장조절론,가좌캠퍼스,2.0,"수3,4[455-0225]","수3,4[455-0225]",,원예과학부,
1355,전선,채소학및실습,가좌캠퍼스,3.0,"수5,6,7[459-0307]","수5,6,7[459-0307]",,원예과학부,
1357,전선,온실관리및경영학,가좌캠퍼스,2.0,"화1,2[455-0225]","화1,2[455-0225]",,원예과학부,
1362,전선,도시농업학,가좌캠퍼스,3.0,"월5[455-0205],화3,4[455-0204]",월5[455-0205],"화3,4[455-0204]",원예과학부,
1363,전선,연구실심화1,가좌캠퍼스,2.0,"월1,2[455-0204]","월1,2[455-0204]",,원예과학부,
1366,전선,스마트팜식물생산학및실습,가좌캠퍼스,3.0,"화5[455-0225],목6,7[455-0225]",화5[455-0225],"목6,7[455-0225]",원예과학부,
1375,전선,동물세포생물학,가좌캠퍼스,3.0,"화6,7,8[459-0307]","화6,7,8[459-0307]",,축산과학부,
1391,전선,산림환경자원학개론,가좌캠퍼스,3.0,"월1,2,3[452-0217]","월1,2,3[452-0217]",,환경산림과학부,
1392,전필,산림식물학,가좌캠퍼스,2.0,"화6,7[452-0217]","화6,7[452-0217]",,환경산림과학부,
1393,전필,산림식물학실습,가좌캠퍼스,1.0,"목6,7[452-0217]","목6,7[452-0217]",,환경산림과학부,
